ManagerName,PrivateFundName,PrivateFundGrossAssetValue,FilingDate
StepStone Group Inc.,"STEPSTONE VC SPV IX, L.P.","116,316,949.00",6/28/2022
StepStone Group Inc.,"STEPSTONE VC SPV UT, L.P.","23,008,768.00",6/28/2022
StepStone Group Inc.,"STEPSTONE VC X-V, L.P.","10,250,000.00",6/28/2022
StepStone Group Inc.,STEPSTONE VMB SECONDARY OPPORTUNITIES FUND HOLDINGS SCSP,"118,190,670.00",6/28/2022
StepStone Group Inc.,"STEPSTONE WATERFALL AGREGGATOR, LLC","124,436,798.00",6/28/2022
StepStone Group Inc.,"STEPSTONE YELLOWCREEK FUND, L.P.","53,174,188.00",6/28/2022
StepStone Group Inc.,"STEPSTONE-CARLYLE ASIA PARTNERS GROWTH II ACCESS FUND, LP","45,399,093.00",6/28/2022
StepStone Group Inc.,"TERRACE INVESTMENT HOLDINGS SMF, LLC","99,774,414.00",6/28/2022
StepStone Group Inc.,"TERRACE INVESTMENT HOLDINGS, LLC","28,526,546.00",6/28/2022
StepStone Group Inc. (up to 2021),ASIA REALTY ACCESS FEEDER LP,"11,702,555.00",10/20/2021
StepStone Group Inc. (up to 2021),BRIDGE VILLAGE LIMITED,"656,621,459.00",10/20/2021
StepStone Group Inc. (up to 2021),"CAPITOL PRIVATE OPPORTUNITIES II (PARALLEL), L.P.","41,221,849.00",10/20/2021
StepStone Group Inc. (up to 2021),"CAPITOL PRIVATE OPPORTUNITIES II, L.P.","233,912,606.00",10/20/2021
StepStone Group Inc. (up to 2021),CAPITOL PRIVATE OPPORTUNITIES III (PARALLEL) LP,"35,346,586.00",10/20/2021
StepStone Group Inc. (up to 2021),CAPITOL PRIVATE OPPORTUNITIES III LP,"208,256,555.00",10/20/2021
StepStone Group Inc. (up to 2021),CHINA OPPORTUNITIES ACCESS FEEDER LP,"52,184,604.00",10/20/2021
StepStone Group Inc. (up to 2021),CVC CREDIT PARTNERS SPECIAL OPPORTUNITIES ACCESS FEEDER,"81,182,331.00",10/20/2021
StepStone Group Inc. (up to 2021),ENERGY SELECT ACCESS FEEDER LP,"57,768,329.00",10/20/2021
StepStone Group Inc. (up to 2021),"HEATHROW FOREST ASIA OPPORTUNITIES FUND, L.P.","106,528,679.00",10/20/2021
StepStone Group Inc. (up to 2021),"NYSCRF PIONEER OPPORTUNITIES FUND A, L.P.","95,224,242.00",10/20/2021
StepStone Group Inc. (up to 2021),"NYSCRF PIONEER PARTNERSHIP FUND B, L.P.","34,020,475.00",10/20/2021
StepStone Group Inc. (up to 2021),PEGASUS MULTI-STRATEGY SERIES (A) LP,"67,769,879.00",10/20/2021
StepStone Group Inc. (up to 2021),REAL ESTATE DEVELOPMENT OPPORTUNITIES ACCESS FEEDER LP,"18,570,532.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE BALFOUR, L.P.","305,417,110.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE I, LLC","16,646,897.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES B","4,361,641.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES C","6,360,561.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES D","5,772,103.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES E","4,193,999.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES F",,0  2021-10-20
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES G","68,566,782.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES H","52,028,383.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE II, LLC - SERIES I","138,167,848.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE IV, LLC - SERIES A","45,256,996.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE IV, LLC - SERIES B","163,169,196.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE IV, LLC - SERIES C","129,946,152.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE IV, LLC - SERIES D","124,265,291.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE IV, LLC - SERIES E","95,654,762.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE PATTERN, LLC, SERIES A","17,499,787.00",10/20/2021
StepStone Group Inc. (up to 2021),"SILVERSTONE PATTERN, LLC, SERIES B","128,974,449.00",10/20/2021
StepStone Group Inc. (up to 2021),"SSG PENINSULA FUND, L.P.","52,081,991.00",10/20/2021
StepStone Group Inc. (up to 2021),"SSOF IV OVERAGE SMA H, L.P.","100,578,268.00",10/20/2021
StepStone Group Inc. (up to 2021),"SSOF IV OVERAGE SMA L, SCSP","40,137,419.00",10/20/2021
StepStone Group Inc. (up to 2021),"SSOF IV OVERAGE SMA W, L.P.","104,027,090.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE AP OPPORTUNITIES FUND, L.P.","170,159,477.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE ATLANTIC FUND, L.P. - INFRASTRUCTURE SERIES 1 2011","122,673,516.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE ATLANTIC FUND, L.P. - PRIVATE EQUITY SERIES 1 2009","55,587,902.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE ATLANTIC FUND, L.P. - PRIVATE EQUITY SERIES 2 2012","98,105,786.00",10/20/2021
StepStone Group Inc. (up to 2021),STEPSTONE ATLAS OPPORTUNITIES FUND II LP,"73,246,963.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE ATLAS OPPORTUNITIES FUND, L.P.","63,234,197.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE AZ CHINA AND ASIA OPPORTUNITIES FUND II, L.P.","127,772,783.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE AZ CHINA AND ASIA OPPORTUNITIES FUND, L.P.","144,822,352.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE BV OPPORTUNITIES FUND, L.P.","325,867,897.00",10/20/2021
StepStone Group Inc. (up to 2021),STEPSTONE BVK OPPORTUNITIES FUND SCSP,"450,459,988.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE CC OPPORTUNITIES FUND, LLC","1,129,166,917.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE CGC OPPORTUNITIES I, L.P.","20,381,667.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE EAST TOWN STRATEGIC CAPITAL FUND, L.P.","300,556,414.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE ENDURANCE, L.P.","280,210,899.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE FERRO OPPORTUNITIES FUND, L.P.","33,271,296.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE HCSCMPTEPP FUND, L.P.","100,010,000.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE INTERNATIONAL INVESTORS II, L.P.","18,446,799.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE INTERNATIONAL INVESTORS II-G, L.P.","1,124,166.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE JP OPPORTUNITIES FUND IA, L.P.","157,704,404.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE K STRATEGIC OPPORTUNITIES FUND II, L.P.","1,925,151,231.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE K STRATEGIC OPPORTUNITIES FUND III, L.P.","2,588,019,177.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE K STRATEGIC OPPORTUNITIES FUND IV, L.P.","3,003,163,721.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE KF PRIVATE EQUITY FUND II, L.P.","52,976,528.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE KF PRIVATE EQUITY FUND, L.P.","46,482,384.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE MEXICO I CO-INVESTMENT OPPORTUNITIES FUND, LP","13,452,200.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE NL OPPORTUNITIES FUND III, L.P.","94,634,925.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE NL OPPORTUNITIES FUND, LP","95,359,392.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE NPS PE FUND II, L.P.","302,774,573.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE NPS PE FUND II, L.P. - TRANCHE C","50,000,000.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE NPS PE FUND, L.P.","310,197,679.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE P OPPORTUNITIES FUND, L.P.","636,143,466.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE PHOENIX OPPORTUNITIES FUND, LP","191,976,365.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE PHOENIX OPPORTUNITIES FUND, LP - SERIES B","354,031,549.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE PIONEER CAPITAL EUROPE I, L.P. INCORPORATED","52,737,224.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE PIONEER CAPITAL EUROPE OPPORTUNITIES FUND I, L.P. INCORPORATED","1,783,806.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE PIONEER CAPITAL II, L.P.","29,050,475.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE PRIVATE ACCESS PARTNERSHIP, L.P.","65,993,257.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE SECONDARY OPPORTUNITIES FUND II OFFSHORE HOLDINGS, L.P.","81,558,659.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE SECONDARY OPPORTUNITIES FUND II, L.P.","227,311,728.00",10/20/2021
StepStone Group Inc. (up to 2021),STEPSTONE SECONDARY OPPORTUNITIES FUND IV EUROPE HOLDINGS SCSP,"718,450,463.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE SECONDARY OPPORTUNITIES FUND IV OFFSHORE HOLDINGS, L.P.","1,857,698,556.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE SECONDARY OPPORTUNITIES FUND IV, L.P.","368,239,483.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE SEDCO U.S. OPPORTUNITIES FUND, L.P.","46,806,575.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE TACTICAL GROWTH FUND III OFFSHORE HOLDINGS, L.P.","117,867,823.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE TACTICAL GROWTH FUND III, L.P.","213,925,770.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE TS OPPORTUNITIES FUND, L.P.","207,320,848.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE UWF SECONDARY OPPORTUNITIES FUND, L.P. - SERIES A","48,015,295.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE UWF SECONDARY OPPORTUNITIES FUND, L.P. - SERIES B","126,525,259.00",10/20/2021
StepStone Group Inc. (up to 2021),STEPSTONE VMB SECONDARY OPPORTUNITIES FUND HOLDINGS SCSP,"102,539,566.00",10/20/2021
StepStone Group Inc. (up to 2021),"STEPSTONE WATERFALL AGREGGATOR, LLC","205,291,591.00",10/20/2021
StepStone Group Inc. (up to 2021),SUNSTONE PE OPPORTUNITIES FUND LLC,"380,761,870.00",10/20/2021
StepStone Group Inc. (up to 2021),"TERRACE INVESTMENT HOLDINGS SMF, LLC","93,289,732.00",10/20/2021
StepStone Group Inc. (up to 2021),"TERRACE INVESTMENT HOLDINGS, LLC","34,444,413.00",10/20/2021
Stepstone Group Real Assets LP,"SSG ME INFRASTRUCTURE OPPORTUNITIES FUND, L.P.","78,179,505.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE B INFRASTRUCTURE OPPORTUNITIES FUND II-G, L.P.","600,449,973.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE B INFRASTRUCTURE OPPORTUNITIES FUND II-R, L.P.","780,954,947.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE B INFRASTRUCUTRE OPPORTUNITIES FUND, L.P.","418,620,193.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE C STRATEGIC CORE INFRASTRUCTURE PARTNERSHIP, L.P","885,873,216.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE G INFRASTRUCTURE OPPORTUNITIES, LP","4,741,028,706.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE K INFRASTRUCTURE OPPORTUNITIES FUND II, L.P.","1,500,150,000.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE K INFRASTRUCTURE OPPORTUNITIES FUND, L.P.","1,146,473,595.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE KF INFRASTRUCTURE FUND II, L.P.","39,950,549.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE KF INFRASTRUCTURE FUND, L.P.","42,388,468.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE NLGI INFRASTRUCTURE OPPORTUNITIES FUND, LP","27,715,707.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE NPS INFRASTRUCTURE FUND II, LP","323,201,309.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE NPS INFRASTRUCTURE FUND, L.P.","161,886,965.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE P INFRASTRUCTURE OPPORTUNITIES FUND II, L.P.","498,998,782.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE P INFRASTRUCTURE OPPORTUNITIES FUND, LP","570,063,275.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE PHOENIX INFRASTRUCTURE DEBT OPPORTUNITIES FUND, L.P.","249,005,037.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE PHOENIX INFRASTRUCTURE EQUITY OPPORTUNITIES FUND, L.P.","308,730,136.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE PTS INFRASTRUCTURE SECONDARY OPPORTUNITIES FUND HOLDINGS, L.P.","218,925,099.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE R CO-INVESTMENT PARTNERSHIP, L.P.","260,765,030.00",11/12/2022
Stepstone Group Real Assets LP,"STEPSTONE SCORPIO INFRASTRUCTURE OPPORTUNITIES FUND, L.P.","557,142,791.00",11/12/2022
Stepstone Group Real Assets LP,"SUNSIRA INFRASTRUCTURE FUND, LLC","294,589,964.00",11/12/2022
Stepstone Group Real Estate LP,"HEATHROW FOREST REAL ESTATE OPPORTUNITIES FUND, L.P.","122,385,622.00",11/12/2022
Stepstone Group Real Estate LP,"LEXINGTON C/RE, LLC","52,181,284.00",11/12/2022
Stepstone Group Real Estate LP,"SRE CARE INVESTCO, LP","146,495,531.00",11/12/2022
Stepstone Group Real Estate LP,"SRE CARE PROPCO UPSIZE - INVESTCO, LP","75,040,283.00",11/12/2022
Stepstone Group Real Estate LP,"SRE COLT DEVCO INVESTCO, LP","26,935,933.00",11/12/2022
Stepstone Group Real Estate LP,"SRE COLT OPCO INVESTCO, LP","63,315,309.00",11/12/2022
Stepstone Group Real Estate LP,"SRE DUO INVESTCO, LP","29,566,508.00",11/12/2022
Stepstone Group Real Estate LP,"SRE ENCORE INVESTCO, LP","9,178,387.00",11/12/2022
Stepstone Group Real Estate LP,"SRE FREYJA INVESTCO, LP","19,432,488.00",11/12/2022
Stepstone Group Real Estate LP,"SRE HASSO INVESTCO, LP","12,904,298.00",11/12/2022
Stepstone Group Real Estate LP,"SRE III BOXER INVESTCO, LP","91,026,955.00",11/12/2022
Stepstone Group Real Estate LP,"SRE III SPARK INVESTCO, LP","84,801,098.00",11/12/2022
Stepstone Group Real Estate LP,"SRE III/IV WIZARD INVESTCO, LP","141,519,874.00",11/12/2022
Stepstone Group Real Estate LP,"SRE IV BOXER INVESTCO, LP","46,155,785.00",11/12/2022
Stepstone Group Real Estate LP,"SRE IV SPARK INVESTCO, LP","651,474,310.00",11/12/2022
Stepstone Group Real Estate LP,"SRE MAPLE DIRECT INVESTCO, LP","14,800,020.00",11/12/2022
Stepstone Group Real Estate LP,"SRE PEACH INVESTCO, LP","139,224,932.00",11/12/2022
Stepstone Group Real Estate LP,"SRE PRESERVATION INVESTCO, LP","48,927,455.00",11/12/2022
Stepstone Group Real Estate LP,"SRE STERN CO-INVESTOR FEEDER, LP","3,995,321.00",11/12/2022
Stepstone Group Real Estate LP,"SRE STERN EQUITY INVESTCO, LP","47,484.00",11/12/2022
Stepstone Group Real Estate LP,"SREP III COLT DEVCO CO-INVESTOR FEEDER, LP","4,544,845.00",11/12/2022
Stepstone Group Real Estate LP,"SREP III COLT OPCO REIT, LLC","63,315,309.00",11/12/2022
Stepstone Group Real Estate LP,"SSG ME REAL ESTATE OPPORTUNITIES FUND, L.P.","51,033,021.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE HB OPPORTUNITIES FUND II, L.P.","139,200,983.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE HB REAL ESTATE OPPORTUNITIES FUND, L.P.","254,273,006.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE K REAL ESTATE CO-INVESTMENT FUND, LP","925,085,932.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE PIFSS REAL ESTATE CO-INVESTMENT FUND, LP","538,872,752.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE EUROPE CO-INVESTMENTS HOLDINGS, LP","424,825,624.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS III CAYMAN, LP","57,959,070.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS III I OPPORTUNITIES FUND, LP","209,102,255.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS III OFFSHORE FEEDER, LP","21,471,445.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS III OFFSHORE, L.P.","249,047,634.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS III TE, L.P.","195,940,342.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS III, L.P.","431,745,592.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS IV PARALLEL, LP","833,499,158.00",11/12/2022
Stepstone Group Real Estate LP,"STEPSTONE REAL ESTATE PARTNERS IV, LP","119,186,199.00",11/12/2022
"Sterling Investment Partners Advisers, LLC","STERLING INVESTMENT PARTNERS II, L.P.","167,819,169.00",1/9/2023
"Sterling Investment Partners Advisers, LLC","STERLING INVESTMENT PARTNERS III, L.P.","756,024,615.00",1/9/2023
"Sterling Investment Partners Advisers, LLC","STERLING INVESTMENT PARTNERS IV, L.P.","689,264,519.00",1/9/2023
"Sterling Investment Partners Advisers, LLC","STERLING INVESTMENT PARTNERS SIDE-BY-SIDE II, L.P.","3,432,400.00",1/9/2023
"STG Partners, LLC",MAGENTA BLOCKER AGGREGATOR LP,"1,052,083,800.00",3/31/2022
"STG Partners, LLC",MAGENTA UNBLOCKED AGGREGATOR LP,"688,416,200.00",3/31/2022
"STG Partners, LLC",REDSTONE AGGREGATOR LP,"335,491,183.00",3/31/2022
"STG Partners, LLC","STG ALLEGRO EXECUTIVE FUND, L.P.","42,796,221.00",3/31/2022
"STG Partners, LLC","STG ALLEGRO, L.P.","460,379,787.00",3/31/2022
"STG Partners, LLC","STG ALLEGRO-A, L.P.","390,010,157.00",3/31/2022
"STG Partners, LLC","STG BRAVO, L.P.","248,560,724.00",3/31/2022
"STG Partners, LLC","STG V EXECUTIVE FUND, L.P.","51,978,535.00",3/31/2022
"STG Partners, LLC","STG V, L.P.","226,444,193.00",3/31/2022
"STG Partners, LLC","STG V-A, L.P.","964,410,143.00",3/31/2022
"STG Partners, LLC","STG VI EXECUTIVE FUND, L.P.","68,033,631.00",3/31/2022
"STG Partners, LLC","STG VI, L.P.","782,849,446.00",3/31/2022
"STG Partners, LLC","STG VI-A, L.P.","1,348,156,178.00",3/31/2022
"Story Ventures Management, LLC","A-JLQ-15-FUND, A SERIES OF AX-STORESFUNDS, LLC","984,629.00",6/7/2022
"Story Ventures Management, LLC","CHAPTER F-1, A SERIES OF YAC PROLOGUE, LP","1,501,000.00",6/7/2022
"Story Ventures Management, LLC","FRE FUND 1, A SERIES OF STORY NETWORK, LP","275,906.00",6/7/2022
"Story Ventures Management, LLC","STORY VENTURES PILOT VEHICLE IV, LLC","2,098,288.00",6/7/2022
"Story Ventures Management, LLC","STORY VENTURES PILOT VEHICLE V, LLC","5,072,303.00",6/7/2022
"Straser, Erik",CLEARSKY POWER & TECHNOLOGY FUND II LLC,"362,459,116.00",3/23/2022
Stratos Technologies Capital Management LLC,"STCM REZI EQUITY I, A SERIES OF STCM SPV SERIES MASTER I, LP","233,000.00",10/13/2022
Stratos Technologies Capital Management LLC,STCM VENTURE EQUITY FUND I LP,"812,322.00",10/13/2022
Stratos Technologies Capital Management LLC,STRATOS TECHNOLOGIES CAPITAL FUND I LP,"31,252,077.00",10/13/2022
"Streamlined Ventures Management, LLC","STREAMLINED II GRANDATA 1, LLC","3,070,380.00",3/29/2022
"Streamlined Ventures Management, LLC","STREAMLINED OPPORTUNITY FUND II, L.P.","43,260,730.00",3/29/2022
"Streamlined Ventures Management, LLC","STREAMLINED VENTURES II, L.P.","165,398,360.00",3/29/2022
"Streamlined Ventures Management, LLC","STREAMLINED VENTURES III, L.P.","63,848,941.00",3/29/2022
"Streamlined Ventures Management, LLC","STREAMLINED VENTURES IV, L.P.","21,585,687.00",3/29/2022
Stride Consumer Partners LLC,"STRIDE CONSUMER FUND I COINVEST, L.P.","20,202,020.00",8/16/2022
Stride Consumer Partners LLC,"STRIDE CONSUMER FUND I, L.P.","389,335,139.00",8/16/2022
Stride Consumer Partners LLC,"STRIDE FAMILY INVESTMENTS, L.P.","3,054,802.00",8/16/2022
Struck Capital Management LLC,STRUCK CRYPTO MASTER LP,"53,101,857.00",8/29/2022
Sturbridge Capital LLC,BLU HORN HOLDINGS LLC,"1,043,881.00",1/27/2023
Sturbridge Capital LLC,"STURBRIDGE DIVERSIFIED PRIVATE EQUITY FUND III, L.P.","101,195,158.00",1/27/2023
Sturbridge Capital LLC,"STURBRIDGE DIVERSIFIED PRIVATE EQUITY II, LLC","27,255,544.00",1/27/2023
"Summit Peak Investments, LLC","PCOF I, LLC","4,207,424.00",9/20/2022
"Summit Peak Investments, LLC","SP CHARLESTON PEAK, LLC","5,230,622.00",9/20/2022
"Summit Peak Investments, LLC","SP CRESTONE PEAK, LLC","10,540,613.00",9/20/2022
"Summit Peak Investments, LLC","SP DIAMOND MOUNTAIN, LLC","2,191,182.00",9/20/2022
"Summit Peak Investments, LLC","SP HIDDEN PEAK II, LLC","3,317,991.00",9/20/2022
"Summit Peak Investments, LLC","SP HIDDEN PEAK, LLC","3,091,887.00",9/20/2022
"Summit Peak Investments, LLC","SP HYPERNOVA II, LLC","15,052,495.00",9/20/2022
"Summit Peak Investments, LLC","SP HYPERNOVA III, LLC",,0  2022-09-20
"Summit Peak Investments, LLC","SP HYPERNOVA, LLC","29,817,637.00",9/20/2022
"Summit Peak Investments, LLC","SP MAUNA KEA, LLC",,0  2022-09-20
"Summit Peak Investments, LLC","SP MOUNT MITCHELL, LLC","4,278,087.00",9/20/2022
"Summit Peak Investments, LLC","SP PRITCHARD HILL, LLC","4,300,000.00",9/20/2022
"Summit Peak Investments, LLC","SP QUANDARY PEAK, LLC","8,427,016.00",9/20/2022
"Summit Peak Investments, LLC","SP RAINIER, LLC","16,060,942.00",9/20/2022
"Summit Peak Investments, LLC","SP SAGE MOUNTAIN, LLC","2,500,000.00",9/20/2022
"Summit Peak Investments, LLC","SP SATOSHI RIVER, LLC","4,321,804.00",9/20/2022
"Summit Peak Investments, LLC","SP SLACK MOUNTAIN II, LLC","2,631,222.00",9/20/2022
"Summit Peak Investments, LLC","SP SLACK MOUNTAIN, LLC","8,457,013.00",9/20/2022
"Summit Peak Investments, LLC","SP SOURCEGRAPH COINVEST, LLC","45,170,299.00",9/20/2022
"Summit Peak Investments, LLC","SP TAUM SAUK MOUNTAIN, LLC","2,026,676.00",9/20/2022
"Summit Peak Investments, LLC","SPTA DENALI, LLC","2,111,322.00",9/20/2022
"Summit Peak Investments, LLC","SPVI FORAKER, LLC","2,820,252.00",9/20/2022
"Summit Peak Investments, LLC","SPWI WHITNEY, LLC","9,239,597.00",9/20/2022
"SUN Mountain Capital Advisors, LLC","MEXICO VENTURES I ANNEX FUND, L.P.","9,812,212.00",10/21/2022
"SUN Mountain Capital Advisors, LLC","MEXICO VENTURES I, L.P.","80,813,873.00",10/21/2022
"SUN Mountain Capital Advisors, LLC","MEXICO VENTURES II DIRECT FUND, LP","35,627,592.00",10/21/2022
"SUN Mountain Capital Advisors, LLC","MEXICO VENTURES II FUND OF FUNDS, LP","177,759,405.00",10/21/2022
"SUN Mountain Capital Advisors, LLC","NEW MEXICO CATALYST FUND, LP","20,828,273.00",10/21/2022
"SUN Mountain Capital Advisors, LLC","NEW MEXICO RECOVERY FUND, L.P.","78,982,839.00",10/21/2022
"SUN Mountain Capital Advisors, LLC",NMSIC CO-INVESTMENT FUND LP,"280,264,932.00",10/21/2022
"SUN Mountain Capital Advisors, LLC","SUN MOUNTAIN PRIVATE CREDIT FUND I, LP","22,481,714.00",10/21/2022
"Sunset Venture Partners, LLC","SUNSET VENTURE PARTNERS FUND I, L.P.","2,462,000.00",11/11/2022
"Susa Ventures Management, LLC","SUSA OPPORTUNITIES FOUNDERS II, L.P.","17,830,376.00",3/29/2022
"Susa Ventures Management, LLC","SUSA OPPORTUNITIES I, L.P.","99,527,099.00",3/29/2022
"Susa Ventures Management, LLC","SUSA OPPORTUNITIES II, L.P.","228,646,400.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES AFFILIATES, LLC","23,509,923.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FOUNDERS III, L.P.","3,743,667.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FOUNDERS IV, L.P.","6,915,955.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FP1, LLC","3,504,386.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FP2 FF, LLC","5,299,996.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FP2, LLC","19,817,594.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FP3 FF, LLC","19,999,998.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES FP3, LLC","15,110,597.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES II PARTNERS, L.P.","3,146,096.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES II, L.P.","189,373,359.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES III, L.P.","168,131,671.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES IV, L.P.","116,008,754.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES LU1, LLC","26,251,449.00",3/29/2022
"Susa Ventures Management, LLC","SUSA VENTURES, L.P.","177,593,064.00",3/29/2022
"SV Angel Management, LLC","SV ANGEL II, LP","923,116.00",3/21/2022
